date,revenue,cogs,gross_profit,gross_margin_pct,day_of_week,is_weekend,month,day_of_year,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,revenue_ma7,revenue_ma30
2022-01-07,1294963.64,1109631.82,185331.82,14.31,4,0,1,7,16784.0,12436.0,86241.0,0.00406,186.3,direct,1454284.78,1716235.92
2022-01-08,1641747.05,1369252.03,272495.02,16.6,5,1,1,8,16180.0,11582.0,59841.0,0.00481,172.0,paid_search,1269940.72,1737659.73
2022-01-09,1706485.37,1491356.56,215128.81,12.61,6,1,1,9,17607.0,13065.0,83516.0,0.0046,283.9,paid_search,1176300.77,1754042.86
2022-01-10,2569113.21,2158709.88,410403.33,15.97,0,0,1,10,13466.0,10626.0,73474.0,0.00465,237.5,organic_search,1465379.27,1808046.79
2022-01-11,1640806.35,1336967.26,303839.09,18.52,1,0,1,11,17468.0,14056.0,82324.0,0.00524,241.3,paid_search,1522305.98,1819904.87
2022-01-12,1775526.5,1506945.6,268580.9,15.13,2,0,1,12,16161.0,11943.0,67735.0,0.00572,168.5,organic_search,1660241.53,1841991.8
2022-01-13,1173172.99,946254.56,226918.43,19.34,3,0,1,13,17441.0,13941.0,74021.0,0.00551,316.7,organic_search,1685973.59,1820368.87
2022-01-14,1548726.82,1300219.1,248507.72,16.05,4,0,1,14,18087.0,13318.0,91918.0,0.00524,151.3,organic_search,1722225.47,1812862.82
2022-01-15,1461990.71,1263054.33,198936.38,13.61,5,1,1,15,15371.0,11711.0,51050.0,0.00502,276.7,social_media,1696545.99,1802529.69
2022-01-16,2064339.13,1781850.02,282489.11,13.68,6,1,1,16,16172.0,12808.0,57584.0,0.00447,273.3,organic_search,1747667.96,1822554.13
2022-01-17,1621773.2,1340632.16,281141.04,17.34,0,0,1,17,17394.0,12263.0,82644.0,0.00376,216.6,email_campaign,1612333.67,1836128.22
2022-01-18,1861205.18,1606509.55,254695.63,13.68,1,0,1,18,16276.0,13141.0,70085.0,0.00371,164.3,direct,1643819.22,1846620.54
2022-01-19,2020862.53,1738187.82,282674.71,13.99,2,0,1,19,13271.0,9704.0,63114.0,0.00502,208.3,organic_search,1678867.22,1858090.85
2022-01-20,1249233.56,1043117.49,206116.07,16.5,3,0,1,20,16831.0,12226.0,89260.0,0.00519,285.9,paid_search,1689733.02,1832490.7
2022-01-21,1580948.85,1245282.02,335666.83,21.23,4,0,1,21,15120.0,11837.0,54701.0,0.00446,208.6,social_media,1694336.17,1807597.71
2022-01-22,1758593.8,1468639.94,289953.86,16.49,5,1,1,22,18072.0,12999.0,89823.0,0.00522,101.4,referral,1736708.04,1785687.03
2022-01-23,1785338.17,1512426.38,272911.79,15.29,6,1,1,23,14482.0,10941.0,54012.0,0.00407,106.2,social_media,1696850.76,1796904.63
2022-01-24,1915906.28,1601822.71,314083.57,16.39,0,0,1,24,16327.0,12551.0,58647.0,0.00522,237.6,referral,1738869.77,1823401.95
2022-01-25,2471179.3,1957064.07,514115.23,20.8,1,0,1,25,14769.0,11760.0,79210.0,0.00332,309.8,organic_search,1826008.93,1861867.31
2022-01-26,2278973.82,1903209.07,375764.75,16.49,2,0,1,26,16497.0,12386.0,87194.0,0.00345,177.8,social_media,1862881.97,1903665.19
2022-01-27,1604489.99,1290075.13,314414.86,19.6,3,0,1,27,20276.0,14709.0,110718.0,0.00533,157.3,organic_search,1913632.89,1895312.71
2022-01-28,2792317.48,2306948.5,485368.98,17.38,4,0,1,28,16752.0,13732.0,80272.0,0.00479,311.0,organic_search,2086685.55,1852883.8
2022-01-29,3897632.5,3247780.03,649852.47,16.67,5,1,1,29,14842.0,11909.0,69729.0,0.00522,251.0,direct,2392262.51,1854718.67
2022-01-30,3903300.55,3262713.48,640587.07,16.41,6,1,1,30,14890.0,11490.0,58640.0,0.00349,116.9,organic_search,2694828.56,1883455.23
2022-01-31,3159829.55,2627738.4,532091.15,16.84,0,0,1,31,14632.0,10842.0,65353.0,0.00556,155.0,email_campaign,2872531.88,1891044.36
2022-02-01,3672475.88,3092119.13,580356.75,15.8,1,0,2,32,21868.0,17710.0,117258.0,0.00398,186.9,paid_search,3044145.68,1934728.06
2022-02-02,3072419.17,2457270.01,615149.16,20.02,2,0,2,33,27306.0,21266.0,126792.0,0.0035,162.0,organic_search,3157495.02,2018956.57
2022-02-03,1056919.3,915391.24,141528.06,13.39,3,0,2,34,26597.0,21388.0,107155.0,0.00478,315.2,referral,3079270.63,2012776.57
2022-02-04,1135262.35,959597.02,175665.33,15.47,4,0,2,35,23796.0,18040.0,83295.0,0.00358,198.1,email_campaign,2842548.47,2023619.4
2022-02-05,1325806.77,1094262.79,231543.98,17.46,5,1,2,36,23738.0,17660.0,98963.0,0.00496,251.6,social_media,2475144.8,2034711.33
2022-02-06,1360544.32,1086414.25,274130.07,20.15,6,1,2,37,23675.0,18804.0,80717.0,0.00409,193.8,direct,2111893.91,2036897.36
2022-02-07,1777072.87,1505671.69,271401.18,15.27,0,0,2,38,21436.0,16245.0,79683.0,0.00347,174.9,social_media,1914357.24,2041408.22
2022-02-08,2324022.32,1858719.97,465302.35,20.02,1,0,2,39,26112.0,20992.0,122104.0,0.00463,251.2,organic_search,1721721.01,2061992.78
2022-02-09,2087968.13,1716217.3,371750.83,17.8,2,0,2,40,26252.0,21176.0,93470.0,0.00486,144.7,organic_search,1581085.15,2045954.61
2022-02-10,1681958.09,1377183.24,304774.85,18.12,3,0,2,41,23043.0,16686.0,100004.0,0.00454,216.1,organic_search,1670376.41,2047326.34
2022-02-11,1868277.55,1450465.3,417812.25,22.36,4,0,2,42,20118.0,16255.0,87360.0,0.00457,284.0,paid_search,1775092.86,2050418.04
2022-02-12,2483675.48,2002526.57,481148.91,19.37,5,1,2,43,24012.0,19085.0,104955.0,0.00475,128.7,referral,1940502.68,2094101.45
2022-02-13,2471088.82,2037847.39,433241.43,17.53,6,1,2,44,23278.0,16982.0,88382.0,0.00427,153.9,organic_search,2099151.89,2124846.86
2022-02-14,2477651.08,2066561.36,411089.72,16.59,0,0,2,45,23850.0,17502.0,94646.0,0.00347,184.0,email_campaign,2199234.5,2158702.2
2022-02-15,2911470.49,2304155.38,607315.11,20.86,1,0,2,46,25068.0,19127.0,136790.0,0.00429,100.5,social_media,2283155.66,2186939.91
2022-02-16,3189077.73,2624063.44,565014.29,17.72,2,0,2,47,21370.0,15872.0,88752.0,0.00386,116.3,paid_search,2440457.03,2239183.4
2022-02-17,2365001.98,1930644.21,434357.77,18.37,3,0,2,48,25737.0,20825.0,136570.0,0.00526,283.0,paid_search,2538034.73,2255976.62
2022-02-18,2218074.92,1902787.38,315287.54,14.21,4,0,2,49,21990.0,15713.0,88203.0,0.00475,241.4,paid_search,2588005.79,2262550.37
2022-02-19,2497284.24,2073056.25,424227.99,16.99,5,1,2,50,21404.0,15530.0,87024.0,0.00442,312.5,referral,2589949.89,2304152.06
2022-02-20,3274514.0,2808978.4,465535.6,14.22,6,1,2,51,21183.0,16425.0,109932.0,0.00374,173.2,organic_search,2704724.92,2360604.23
2022-02-21,3231879.49,2662096.96,569782.53,17.63,0,0,2,52,23903.0,19258.0,77844.0,0.00548,191.8,email_campaign,2812471.84,2409713.75
2022-02-22,3646117.64,3080342.28,565775.36,15.52,1,0,2,53,21137.0,16301.0,109650.0,0.00362,185.5,paid_search,2917421.43,2471739.74
2022-02-23,3297595.34,2768284.27,529311.07,16.05,2,0,2,54,23622.0,18720.0,116720.0,0.00408,136.6,organic_search,2932923.94,2517796.04
2022-02-24,2768850.97,2337359.85,431491.12,15.58,3,0,2,55,27069.0,19148.0,131958.0,0.00379,157.7,direct,2990616.66,2527718.43
2022-02-25,2943786.98,2445090.2,498696.78,16.94,4,0,2,56,22660.0,18520.0,110666.0,0.00501,170.3,social_media,3094289.81,2549878.87
2022-02-26,6304749.98,4896174.07,1408575.91,22.34,5,1,2,57,25347.0,17823.0,84668.0,0.00374,268.1,organic_search,3638213.49,2706554.2
2022-02-27,5652340.75,4889448.26,762892.49,13.5,6,1,2,58,24281.0,18217.0,108870.0,0.00333,120.5,organic_search,3977903.02,2801888.31
2022-02-28,6007208.86,4942844.92,1064363.94,17.72,0,0,2,59,23768.0,17903.0,101385.0,0.00526,115.5,social_media,4374378.65,2872207.52
2022-03-01,4532724.33,3774772.1,757952.23,16.72,1,0,3,60,35076.0,24922.0,188403.0,0.00451,128.5,paid_search,4501036.74,2893188.31
2022-03-02,5221766.09,4446394.75,775371.34,14.85,2,0,3,61,32797.0,24764.0,106597.0,0.00354,234.1,paid_search,4775918.28,2961919.53
2022-03-03,1113577.08,936517.95,177059.13,15.9,3,0,3,62,33496.0,24968.0,128870.0,0.00562,281.3,direct,4539450.58,2876622.9
2022-03-04,1265611.41,1001621.35,263990.06,20.86,4,0,3,63,29143.0,20720.0,149452.0,0.00442,279.9,email_campaign,4299711.21,2816395.98
2022-03-05,1917604.21,1671253.56,246350.65,12.85,5,1,3,64,33090.0,26348.0,124117.0,0.00354,266.0,paid_search,3672976.1,2845085.48
2022-03-06,2406752.08,1881208.83,525543.25,21.84,6,1,3,65,28131.0,21694.0,91898.0,0.00423,170.2,paid_search,3209320.58,2887468.47
2022-03-07,3077438.94,2603663.56,473775.38,15.4,0,0,3,66,36095.0,27441.0,191016.0,0.00418,127.7,organic_search,2790782.02,2945856.21
2022-03-08,3777839.97,3199498.52,578341.45,15.31,1,0,3,67,29608.0,21244.0,113879.0,0.00523,156.0,paid_search,2682941.4,3026432.73
2022-03-09,4138590.91,3354044.48,784546.43,18.96,2,0,3,68,33132.0,25858.0,168575.0,0.00497,218.3,organic_search,2528202.09,3105150.0
2022-03-10,3544992.79,2897669.69,647323.1,18.26,3,0,3,69,36196.0,25978.0,157016.0,0.00511,209.5,email_campaign,2875547.19,3145849.01
2022-03-11,3499825.21,2868355.02,631470.19,18.04,4,0,3,70,37101.0,26313.0,171691.0,0.00476,271.0,direct,3194720.59,3192910.91
2022-03-12,3731020.06,3230097.43,500922.63,13.43,5,1,3,71,30790.0,23651.0,115648.0,0.005,292.4,organic_search,3453779.99,3261212.98
2022-03-13,4026635.22,3346220.86,680414.36,16.9,6,1,3,72,33105.0,26902.0,113884.0,0.00332,255.0,organic_search,3685191.87,3333158.24
2022-03-14,4709281.9,3928279.43,781002.47,16.58,0,0,3,73,31168.0,23392.0,118855.0,0.00493,250.1,social_media,3918312.29,3407345.12
2022-03-15,4619237.89,3907599.13,711638.76,15.41,1,0,3,74,36158.0,26392.0,167365.0,0.00361,212.8,referral,4038512.0,3478950.08
2022-03-16,4519934.96,3787149.37,732785.59,16.21,2,0,3,75,32576.0,26436.0,158677.0,0.00342,171.0,organic_search,4092989.72,3547026.21
2022-03-17,5222281.22,4421275.88,801005.34,15.34,3,0,3,76,31161.0,23115.0,118865.0,0.0042,231.6,email_campaign,4332602.35,3624053.24
2022-03-18,4426435.98,3648313.01,778122.97,17.58,4,0,3,77,35552.0,28747.0,144713.0,0.00443,267.8,paid_search,4464975.32,3665298.51
2022-03-19,4313906.61,3587200.12,726706.49,16.85,5,1,3,78,35007.0,25996.0,181623.0,0.0051,233.8,organic_search,4548244.83,3730262.0
2022-03-20,4198964.15,3744253.09,454711.06,10.83,6,1,3,79,32404.0,24992.0,122416.0,0.00328,295.6,organic_search,4572863.24,3796291.64
2022-03-21,4036051.82,3737447.21,298604.61,7.4,0,0,3,80,30451.0,22765.0,130518.0,0.00519,294.6,social_media,4476687.52,3847583.89
2022-03-22,4626820.15,4342565.79,284254.36,6.14,1,0,3,81,31664.0,25114.0,105997.0,0.00364,223.0,paid_search,4477770.7,3892660.77
2022-03-23,5301842.45,4915987.31,385855.14,7.28,2,0,3,82,35235.0,27474.0,187204.0,0.00541,174.4,paid_search,4589471.77,3961659.53
2022-03-24,5052034.89,4744310.26,307724.63,6.09,3,0,3,83,31578.0,22825.0,157354.0,0.0056,209.3,email_campaign,4565150.86,4008523.44
2022-03-25,4122489.22,4014534.97,107954.25,2.62,4,0,3,84,35014.0,25672.0,113707.0,0.00379,292.1,social_media,4521729.9,4036019.9
2022-03-26,4325007.4,4010228.32,314779.08,7.28,5,1,3,85,33598.0,25782.0,156944.0,0.0055,227.4,organic_search,4523315.73,4087891.78
2022-03-27,5169170.11,4775502.11,393668.0,7.62,6,1,3,86,38704.0,29449.0,130774.0,0.00483,281.4,organic_search,4661916.58,4162071.22
2022-03-28,4855258.01,4607293.73,247964.28,5.11,0,0,3,87,31723.0,23937.0,133339.0,0.00522,306.0,social_media,4778946.03,4113754.82
2022-03-29,4908504.49,4613958.54,294545.95,6.0,1,0,3,88,36844.0,29563.0,162546.0,0.00537,245.3,organic_search,4819186.65,4088960.28
2022-03-30,11643208.73,10896036.48,747172.25,6.42,2,0,3,89,32053.0,23649.0,163462.0,0.00571,280.8,paid_search,5725096.12,4276826.94
2022-03-31,9233141.0,8773718.15,459422.85,4.98,3,0,3,90,39105.0,28896.0,147447.0,0.00409,111.7,paid_search,6322396.99,4433507.5
2022-04-01,8299060.74,8041756.19,257304.55,3.1,4,0,4,91,42144.0,30733.0,195904.0,0.00469,228.2,organic_search,6919050.07,4536083.99
2022-04-02,8289456.22,7808017.19,481439.03,5.81,5,1,4,92,40564.0,31682.0,137174.0,0.00517,146.1,referral,7485399.9,4775279.96
2022-04-03,6547965.12,6148445.74,399519.38,6.1,6,1,4,93,47464.0,37125.0,212580.0,0.00481,309.7,social_media,7682370.62,4951358.42
2022-04-04,1974536.55,1802524.97,172011.58,8.71,0,0,4,94,50915.0,38038.0,215316.0,0.00543,120.6,social_media,7270838.98,4953256.16
2022-04-05,3017582.3,2782222.29,235360.01,7.8,1,0,4,95,40856.0,32721.0,183495.0,0.00541,149.0,social_media,7000707.24,4973617.17
2022-04-06,2934004.6,2645021.55,288983.05,9.85,2,0,4,96,47925.0,38848.0,189601.0,0.0056,208.2,paid_search,5756535.22,4968836.02
2022-04-07,1947894.58,1833343.52,114551.06,5.88,3,0,4,97,43669.0,32002.0,212764.0,0.00569,211.9,organic_search,4715785.73,4907837.84
2022-04-08,2516364.3,2311523.71,204840.59,8.14,4,0,4,98,46962.0,33939.0,177371.0,0.0055,103.2,paid_search,3889686.24,4853763.62
2022-04-09,3523261.24,3380510.41,142750.83,4.05,5,1,4,99,42440.0,33001.0,200920.0,0.00458,108.6,referral,3208801.24,4853039.24
2022-04-10,3747690.93,3511278.1,236412.83,6.31,6,1,4,100,49768.0,36522.0,216764.0,0.00444,277.8,paid_search,2808762.07,4861301.43
2022-04-11,4187283.4,3982564.11,204719.29,4.89,0,0,4,101,45070.0,32885.0,144701.0,0.00563,192.4,referral,3124868.76,4876510.21
2022-04-12,4300020.35,4061975.74,238044.61,5.54,1,0,4,102,43246.0,31856.0,165710.0,0.00411,120.2,organic_search,3308074.2,4885623.04
2022-04-13,4888627.31,4546028.85,342598.46,7.01,2,0,4,103,43972.0,31916.0,224660.0,0.00533,249.2,social_media,3587306.02,4891601.22
2022-04-14,4670014.27,4407778.78,262235.49,5.62,3,0,4,104,46250.0,32446.0,165332.0,0.0034,100.2,organic_search,3976180.26,4893293.77
2022-04-15,4908291.49,4288050.23,620241.26,12.64,4,0,4,105,44514.0,34678.0,218562.0,0.00457,203.9,organic_search,4317884.14,4906238.99
2022-04-16,5147946.06,4540748.11,607197.95,11.79,5,1,4,106,39654.0,29009.0,205953.0,0.00525,186.2,social_media,4549981.97,4903761.15
2022-04-17,4470361.38,3877207.22,593154.16,13.27,6,1,4,107,43425.0,33955.0,164100.0,0.00353,298.5,email_campaign,4653220.61,4905225.33
2022-04-18,3680888.01,2995894.73,684993.28,18.61,0,0,4,108,44198.0,31257.0,158705.0,0.00524,219.7,social_media,4580878.41,4884124.71
2022-04-19,4426735.65,3630694.51,796041.14,17.98,1,0,4,109,46622.0,34253.0,244067.0,0.00531,127.5,referral,4598980.6,4891717.09
2022-04-20,4874458.71,4017615.85,856842.86,17.58,2,0,4,110,46525.0,34875.0,177949.0,0.0032,285.8,social_media,4596956.51,4919663.99
2022-04-21,2926459.0,2418771.53,507687.47,17.35,3,0,4,111,48204.0,38947.0,176259.0,0.00572,172.5,social_media,4347877.19,4862985.28
2022-04-22,4609506.19,3890393.56,719112.63,15.6,4,0,4,112,39015.0,28877.0,210946.0,0.00374,161.8,organic_search,4305193.57,4839907.41
2022-04-23,4709847.04,3925675.06,784171.98,16.65,5,1,4,113,47534.0,35380.0,251668.0,0.00467,172.5,paid_search,4242608.0,4828501.15
2022-04-24,5020542.99,4173556.86,846986.13,16.87,6,1,4,114,50247.0,38699.0,164392.0,0.00485,125.8,paid_search,4321205.37,4858436.27
2022-04-25,4873788.42,3954819.04,918969.38,18.86,0,0,4,115,45074.0,36767.0,194189.0,0.00561,214.1,paid_search,4491619.71,4876728.97
2022-04-26,5688161.6,4770812.83,917348.77,16.13,1,0,4,116,42549.0,33144.0,160644.0,0.0048,141.2,referral,4671823.42,4894028.69
2022-04-27,5361513.76,4376745.35,984768.41,18.37,2,0,4,117,43119.0,33031.0,167038.0,0.00527,147.1,organic_search,4741402.71,4910903.88
2022-04-28,5590934.3,4645081.23,945853.07,16.92,3,0,4,118,46696.0,37526.0,164806.0,0.00574,293.6,social_media,5122042.04,4933651.54
2022-04-29,7579535.07,6187238.79,1392296.28,18.37,4,0,4,119,38774.0,30376.0,149304.0,0.00405,143.7,email_campaign,5546331.88,4798195.75
2022-04-30,6592777.23,5405333.92,1187443.31,18.01,5,1,4,120,48271.0,34401.0,205748.0,0.00483,234.2,paid_search,5815321.91,4710183.63
2022-05-01,5680859.44,4706859.17,974000.27,17.15,6,1,5,121,46440.0,35572.0,150451.0,0.00547,266.2,organic_search,5909652.83,4622910.25
2022-05-02,4291036.44,3434252.59,856783.85,19.97,0,0,5,122,43201.0,31271.0,152718.0,0.00529,110.5,paid_search,5826402.55,4489629.59
2022-05-03,5504853.65,4531490.74,973362.91,17.68,1,0,5,123,43413.0,33025.0,178141.0,0.00351,125.9,organic_search,5800215.7,4454859.21
2022-05-04,1792730.62,1492900.17,299830.45,16.72,2,0,5,124,45850.0,37014.0,214094.0,0.00493,262.5,social_media,5290389.54,4448799.01
2022-05-05,3556300.98,2916616.09,639684.89,17.99,3,0,5,125,47226.0,34964.0,191784.0,0.00537,153.3,direct,4999727.63,4466756.3
2022-05-06,2532060.94,2027456.78,504604.16,19.93,4,0,5,126,37977.0,30976.0,136672.0,0.00484,230.4,social_media,4278659.9,4453358.18
2022-05-07,3620303.23,3000039.1,620264.13,17.13,5,1,5,127,42010.0,29449.0,180265.0,0.00569,254.6,direct,3854020.76,4509105.13
2022-05-08,2468343.71,1923320.47,545023.24,22.08,6,1,5,128,38928.0,30245.0,193556.0,0.00346,241.7,paid_search,3395089.94,4507504.45
2022-05-09,2985986.67,2430054.67,555932.0,18.62,0,0,5,129,42454.0,31780.0,213593.0,0.00337,201.8,organic_search,3208654.26,4489595.29
2022-05-10,3668495.19,2955983.75,712511.44,19.42,1,0,5,130,39754.0,28238.0,178091.0,0.00529,116.9,organic_search,2946317.33,4486955.44
2022-05-11,4347378.73,3521156.43,826222.3,19.01,2,0,5,131,38601.0,27372.0,150402.0,0.00327,136.3,organic_search,3311267.06,4492291.95
2022-05-12,4753134.02,3878195.49,874938.53,18.41,3,0,5,132,39174.0,29779.0,127140.0,0.00348,258.9,organic_search,3482243.21,4507395.74
2022-05-13,3479131.38,2953956.65,525174.73,15.09,4,0,5,133,42638.0,34379.0,150563.0,0.00329,245.1,organic_search,3617538.99,4460412.54
2022-05-14,4406804.98,3730445.32,676359.66,15.35,5,1,5,134,45546.0,36408.0,241402.0,0.0044,197.9,paid_search,3729896.38,4451638.9
2022-05-15,4455089.7,3604418.84,850670.86,19.09,6,1,5,135,48367.0,38529.0,169548.0,0.00512,178.6,direct,4013717.24,4436532.17
2022-05-16,4323621.35,3469983.75,853637.6,19.74,0,0,5,136,37310.0,29184.0,119833.0,0.00509,215.0,social_media,4204807.91,4409054.68
2022-05-17,4158982.96,3363524.3,795458.66,19.13,1,0,5,137,39183.0,30677.0,141878.0,0.00335,165.3,paid_search,4274877.59,4398675.4
2022-05-18,6094171.87,4997123.61,1097048.26,18.0,2,0,5,138,39338.0,28360.0,188861.0,0.00423,150.2,organic_search,4524419.47,4479118.19
2022-05-19,5824908.18,4737898.72,1087009.46,18.66,3,0,5,139,50386.0,38175.0,275560.0,0.00407,288.5,organic_search,4677530.06,4525723.94
2022-05-20,2226534.2,1797128.71,429405.49,19.29,4,0,5,140,36419.0,28338.0,146098.0,0.00533,313.4,organic_search,4498587.61,4437459.79
2022-05-21,4033154.28,3341369.82,691784.46,17.15,5,1,5,141,49387.0,40268.0,207689.0,0.00341,115.5,social_media,4445208.93,4474349.64
2022-05-22,5000275.74,4124194.76,876080.98,17.52,6,1,5,142,42073.0,31253.0,199334.0,0.00407,274.4,organic_search,4523092.65,4487375.29
2022-05-23,3647180.26,3055864.88,591315.38,16.21,0,0,5,143,36172.0,29099.0,175445.0,0.00336,102.5,paid_search,4426458.21,4451953.06
2022-05-24,4442598.36,3584450.45,858147.91,19.32,1,0,5,144,41157.0,31416.0,155103.0,0.00336,294.0,organic_search,4466974.7,4432688.24
2022-05-25,6573956.43,5501922.55,1072033.88,16.31,2,0,5,145,45321.0,35057.0,214638.0,0.00468,109.1,referral,4535515.35,4489360.51
2022-05-26,6284218.49,5141408.99,1142809.5,18.19,3,0,5,146,44370.0,32896.0,225409.0,0.00417,211.5,organic_search,4601131.11,4509229.07
2022-05-27,3652675.9,2933129.2,719546.7,19.7,4,0,5,147,37986.0,27205.0,169620.0,0.00529,172.7,organic_search,4804865.64,4452267.81
2022-05-28,3223975.84,2664148.14,559827.7,17.36,5,1,5,148,41345.0,30685.0,214142.0,0.00537,241.5,organic_search,4689268.72,4373369.19
2022-05-29,5327455.25,4413502.81,913952.44,17.16,6,1,5,149,42319.0,33504.0,190894.0,0.00356,125.9,social_media,4736008.65,4298299.87
2022-05-30,8158502.0,6931185.72,1227316.28,15.04,0,0,5,150,43665.0,35277.0,164071.0,0.00442,129.4,organic_search,5380483.18,4350490.69
2022-05-31,8513166.37,6787523.6,1725642.77,20.27,1,0,5,151,32603.0,24732.0,116825.0,0.00566,315.9,paid_search,5961992.9,4444900.92
2022-06-01,8373363.4,7038218.52,1335144.88,15.95,2,0,6,152,38689.0,28947.0,191690.0,0.00474,149.7,social_media,6219051.04,4580978.49
2022-06-02,8325437.52,6796380.79,1529056.73,18.37,3,0,6,153,38883.0,28520.0,165887.0,0.0036,136.6,organic_search,6510653.75,4674997.95
2022-06-03,6585522.44,5345747.87,1239774.57,18.83,4,0,6,154,47464.0,35006.0,215933.0,0.00426,188.3,email_campaign,6929631.83,4834757.68
2022-06-04,2998952.42,2492875.15,506077.27,16.88,5,1,6,155,42514.0,30168.0,160294.0,0.00513,115.0,social_media,6897485.63,4816179.39
2022-06-05,2945501.79,2481566.23,463935.56,15.75,6,1,6,156,47723.0,37307.0,253750.0,0.00398,206.4,organic_search,6557206.56,4829960.76
2022-06-06,3100859.0,2519872.17,580986.83,18.74,0,0,6,157,41983.0,34144.0,147719.0,0.00436,284.0,paid_search,5834686.13,4812645.95
2022-06-07,3673238.8,3096187.02,577051.78,15.71,1,0,6,158,49231.0,39865.0,223238.0,0.00395,262.8,paid_search,5143267.91,4852809.12
2022-06-08,3686799.9,3086016.13,600783.77,16.3,2,0,6,159,41338.0,31512.0,143167.0,0.00484,314.0,paid_search,4473758.84,4876169.56
2022-06-09,2619038.14,2169844.13,449194.01,17.15,3,0,6,160,44804.0,32533.0,172103.0,0.00327,287.3,social_media,3658558.93,4841187.66
2022-06-10,3369544.01,2830537.04,539006.97,16.0,4,0,6,161,40361.0,29408.0,139315.0,0.00448,217.9,social_media,3199133.44,4808593.17
2022-06-11,4463584.56,3478666.52,984918.04,22.07,5,1,6,162,44509.0,36216.0,151598.0,0.00541,295.8,organic_search,3408366.6,4798941.52
2022-06-12,4561669.81,3820200.11,741469.7,16.25,6,1,6,163,44254.0,35441.0,227739.0,0.00421,223.4,social_media,3639247.75,4835026.13
2022-06-13,4221162.05,3579316.15,641845.9,15.21,0,0,6,164,47786.0,37951.0,241917.0,0.00528,160.6,paid_search,3799291.04,4828838.03
2022-06-14,4843640.76,3943051.0,900589.76,18.59,1,0,6,165,40529.0,32509.0,170075.0,0.00549,163.9,social_media,3966491.32,4841789.74
2022-06-15,4969823.53,4197066.37,772757.16,15.55,2,0,6,166,43670.0,35143.0,238821.0,0.00561,263.8,organic_search,4149780.41,4863329.81
2022-06-16,4143877.35,3546880.86,596996.49,14.41,3,0,6,167,35734.0,26473.0,188402.0,0.00437,188.3,social_media,4367614.58,4862826.29
2022-06-17,4914374.7,4127718.74,786655.96,16.01,4,0,6,168,40803.0,32200.0,144108.0,0.00348,234.2,social_media,4588304.68,4823499.72
2022-06-18,4817780.87,3824360.06,993420.81,20.62,5,1,6,169,41578.0,30956.0,209905.0,0.00326,156.7,organic_search,4638904.15,4789928.81
2022-06-19,3795086.21,3161112.99,633973.22,16.71,6,1,6,170,40028.0,30573.0,130817.0,0.00385,264.8,social_media,4529392.21,4842213.87
2022-06-20,3323030.57,2753309.16,569721.41,17.14,0,0,6,171,44660.0,35988.0,182087.0,0.00369,186.1,email_campaign,4401087.71,4818543.08
2022-06-21,4271838.09,3517936.59,753901.5,17.65,1,0,6,172,42645.0,33601.0,224443.0,0.00486,105.7,social_media,4319401.62,4794261.83
2022-06-22,5182306.11,4283552.22,898753.89,17.34,2,0,6,173,45359.0,34260.0,230261.0,0.00511,213.0,paid_search,4349756.27,4845432.69
2022-06-23,3276933.23,2698817.37,578115.86,17.64,3,0,6,174,44936.0,31522.0,203312.0,0.00442,252.2,referral,4225907.11,4806577.18
2022-06-24,4334289.08,3840132.24,494156.84,11.4,4,0,6,175,45490.0,33696.0,214448.0,0.00441,167.5,paid_search,4143037.74,4731921.61
2022-06-25,3650772.37,3465656.03,185116.34,5.07,5,1,6,176,47230.0,37140.0,153361.0,0.00483,182.7,organic_search,3976322.24,4644140.07
2022-06-26,3313898.55,3251613.07,62285.48,1.88,6,1,6,177,50947.0,37063.0,203644.0,0.00419,104.7,organic_search,3907581.14,4632847.49
2022-06-27,3481464.68,3545701.77,-64237.09,-1.85,0,0,6,178,44325.0,33965.0,198590.0,0.00562,275.2,paid_search,3930214.59,4641430.45
2022-06-28,5799352.35,5797836.84,1515.51,0.03,1,0,6,179,48458.0,35647.0,176247.0,0.00331,301.6,organic_search,4148430.91,4657160.36
2022-06-29,7265484.49,7471904.08,-206419.59,-2.84,2,0,6,180,44124.0,31005.0,144998.0,0.00398,129.7,direct,4446027.82,4627393.11
2022-06-30,5503799.91,5548808.71,-45008.8,-0.82,3,0,6,181,43026.0,32328.0,194772.0,0.00422,301.0,paid_search,4764151.63,4527080.89
2022-07-01,5150082.22,5158929.6,-8847.38,-0.17,4,0,7,182,32388.0,25146.0,126327.0,0.00464,214.1,referral,4880693.51,4419638.18
2022-07-02,4591824.74,4681370.69,-89545.95,-1.95,5,1,7,183,35455.0,25208.0,152256.0,0.00474,289.6,organic_search,5015129.56,4295184.42
2022-07-03,3487232.0,3467227.39,20004.61,0.57,6,1,7,184,32450.0,24137.0,143250.0,0.00454,186.6,social_media,5039891.48,4191908.08
2022-07-04,1208545.64,1210803.29,-2257.65,-0.19,0,0,7,185,31174.0,24165.0,110469.0,0.00381,218.3,organic_search,4715188.76,4132227.85
2022-07-05,1079245.09,1067117.75,12127.34,1.12,1,0,7,186,32386.0,26366.0,104994.0,0.00516,111.2,organic_search,4040887.73,4070019.29
2022-07-06,2003115.26,1958001.67,45113.59,2.25,2,0,7,187,35979.0,25482.0,194096.0,0.00574,261.1,email_campaign,3289120.69,4033427.84
